Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6614862,"Uncommon Sense: Economic Insights, from Marriage to Terrorism",Gary S. Becker,"Becker, Gary S.",Richard A. Posner,"=""0226041018""","=""9780226041018""",0,3.67,University of Chicago Press,Hardcover,373,2009,2009,,2021/11/12,to-read,to-read (#136),to-read,,,,0,0
174238,"Human Capital: A Theoretical and Empirical Analysis, with Special Reference to Education",Gary S. Becker,"Becker, Gary S.",,"=""0226041204""","=""9780226041209""",0,4.07,University of Chicago Press,Paperback,412,1994,1964,,2021/11/12,to-read,to-read (#135),to-read,,,,0,0
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,"=""0307719219""","=""9780307719218""",5,4.09,Crown Currency,Hardcover,529,2012,2012,2021/04/14,2021/04/11,economics,economics (#60),read,,,,1,0
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",4,4.12,HarperCollins Canada ,Hardcover,247,2008,2008,2021/11/11,2021/09/02,economics,economics (#112),read,,,,1,0
19499462,Postscript on the Societies of Control,Gilles Deleuze,"Deleuze, Gilles",,"=""""","=""""",0,4.30,,Paperback,10,1990,1990,,2021/11/10,to-read,to-read (#134),to-read,,,,0,0
50364458,The Tyranny of Merit: What's Become of the Common Good?,Michael J. Sandel,"Sandel, Michael J.",,"=""0241407605""","=""9780241407608""",4,4.19,Allen Lane,Paperback,272,2020,2020,2021/11/10,2021/08/11,,,read,,,,1,0
25904184,How the Economic Machine Works,Ray Dalio,"Dalio, Ray",,"=""""","=""""",0,4.49,,Unknown Binding,304,,,,2021/11/05,to-read,to-read (#133),to-read,,,,0,0
41317431,A Template for Understanding Big Debt Crises,Ray Dalio,"Dalio, Ray",,"=""""","=""""",0,4.35,Bridgewater,Kindle Edition,456,2018,2018,,2021/11/05,to-read,to-read (#132),to-read,,,,0,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",5,4.17,Prestwick House,Paperback,89,2005,1895,2021/11/05,2021/06/10,,,read,,,,1,0
1032019,Bad Samaritans: The Myth of Free Trade and the Secret History of Capitalism,Ha-Joon Chang,"Chang, Ha-Joon",,"=""1596913991""","=""9781596913998""",0,4.20,Bloomsbury Press,Hardcover,288,2007,2007,,2021/11/03,to-read,to-read (#131),to-read,,,,0,0
27209495,The Upside of Inequality: How Good Intentions Undermine the Middle Class,Edward Conard,"Conard, Edward",,"=""1595231234""","=""9781595231239""",5,3.23,Portfolio,Hardcover,320,2016,2016,2021/11/03,2021/09/04,economics,economics (#110),read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",0,4.46,Random House,Hardcover,352,2018,2018,,2021/11/03,to-read,to-read (#130),to-read,,,,0,0
7182,The Black Tulip,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140448926""","=""9780140448924""",0,3.86,Penguin Classics,Paperback,258,2003,1850,,2021/11/03,to-read,to-read (#129),to-read,,,,0,0
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",5,4.10,Random House,Hardcover,426,2012,2012,2021/10/28,2021/09/02,economics,economics (#109),read,,,,1,0
36688299,"Nietzsche, Genealogy, History",Michel Foucault,"Foucault, Michel",,"=""""","=""""",4,3.87,,Paperback,,1977,2001,2021/04/19,2021/04/10,philosophy,philosophy (#71),read,,,,1,0
49680197,Parasitic Mind: How Infectious Ideas Are Killing Common Sense,Gad Saad,"Saad, Gad",,"=""936952195X""","=""9789369521951""",0,3.94,Regnery Publishing,Hardcover,264,2020,2020,2021/10/27,2021/10/20,,,read,,,,1,0
162022,"Nietzsche: Philosopher, Psychologist, Antichrist",Walter Kaufmann,"Kaufmann, Walter",,"=""0691019835""","=""9780691019833""",0,4.24,Princeton University Press,Paperback,552,1974,1950,,2021/10/26,to-read,to-read (#128),to-read,,,,0,0
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers―Straight Talk on the Challenges of Entrepreneurship,Ben Horowitz,"Horowitz, Ben",,"=""0062273205""","=""9780062273208""",0,4.20,Harper Business,Hardcover,304,2014,2014,,2021/10/07,,,read,,,,1,0
415,Gravity’s Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",0,4.02,Penguin Books,Paperback,776,2006,1973,,2021/10/19,to-read,to-read (#127),to-read,,,,0,0
50849430,Capital and Ideology,Thomas Piketty,"Piketty, Thomas",Arthur Goldhammer,"=""0674980824""","=""9780674980822""",3,4.28,Belknap Press,Hardcover,1104,2020,2019,2021/10/19,2021/06/11,economics,economics (#101),read,,,,1,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2021/10/19,to-read,to-read (#126),to-read,,,,0,0
26764478,Die Inflation kommt: Und wie Sie sich jetzt schon schützen können (German Edition),Riße Stefan,"Stefan, Riße",,"=""3862483371""","=""9783862483372""",0,4.44,FinanzBuch Verlag,Kindle Edition,353,2009,2009,,2021/10/13,to-read,to-read (#125),to-read,,,,0,0
31154763,Anti-Piketty: Capital for the 21st-Century,Jean-Philippe Delsol,"Delsol, Jean-Philippe","Emmanuel Martin, Jeffrey A. Miron, NICOLAS LECAUSSIN","=""1944424253""","=""9781944424251""",0,3.42,Cato Institute,Paperback,272,2017,2015,,2021/10/13,to-read,to-read (#123),to-read,,,,0,0
24702467,"Aphorisms on Love and Hate (Penguin Little Black Classics, #5)",Friedrich Nietzsche,"Nietzsche, Friedrich","Marion Faber, Stephen Lehmann","=""014139790X""","=""9780141397900""",0,3.53,Penguin Classics,Paperback,55,2015,1878,,2021/10/08,to-read,to-read (#122),to-read,,,,0,0
179609,Imperialism: The Highest Stage of Capitalism,Vladimir Lenin,"Lenin, Vladimir",,"=""0745310354""","=""9780745310350""",3,4.27,Pluto Press,Paperback,192,1996,1917,2021/10/08,2021/08/16,economics,economics (#85),read,,,,1,0
41589,The Affluent Society,John Kenneth Galbraith,"Galbraith, John Kenneth",,"=""0140285199""","=""9780140285192""",3,4.00,,Paperback,276,1999,1958,2021/09/05,2021/05/24,economics,economics (#103),read,,,,1,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,4.22,Crown,Paperback,544,2004,2003,,2021/09/02,to-read,to-read (#121),to-read,,,,0,0
34964949,The New Right: A Journey to the Fringe of American Politics,Michael Malice,"Malice, Michael",,"=""1250154669""","=""9781250154668""",4,4.24,All Points Books,Hardcover,307,2019,2019,2021/08/29,2021/08/29,,,read,,,,1,0
41673974,Contra Krugman: Smashing the Errors of America's Most Famous Keynesian,Robert P. Murphy,"Murphy, Robert P.",,"=""1722331798""","=""9781722331795""",5,4.32,CreateSpace Independent Publishing Platform,Paperback,600,2018,,2021/08/25,2021/07/17,economics,economics (#93),read,,,,1,0
19295668,Human Action: A Treatise on Economics (Liberty Fund Library of the Works of Ludwig von Mises),Ludwig von Mises,"Mises, Ludwig von",Bettina Bien Greaves,"=""1614870268""","=""9781614870265""",0,4.34,Liberty Fund Inc.,Kindle Edition,1537,2007,1940,,2021/03/21,"currently-reading, economics, favourites, philosophy","currently-reading (#2), economics (#29), favourites (#8), philosophy (#82)",currently-reading,,,,1,0
2064362,Einführung in die Allgemeine Betriebswirtschaftslehre,Günter Wöhe,"Wöhe, Günter",,"=""3800632543""","=""9783800632541""",0,3.69,,Hardcover,0,,1960,2019/08/09,2021/08/19,economics,economics (#108),read,,,,1,0
953773,The Revolution Betrayed,Leon Trotsky,"Trotsky, Leon",Max Eastman,"=""0486433986""","=""9780486433981""",0,4.09,Dover Publications,Paperback,240,2004,1937,,2021/08/19,to-read,to-read (#120),to-read,,,,0,0
213519,Reform or Revolution,Rosa Luxemburg,"Luxemburg, Rosa",Mary-Alice Waters,"=""0873483030""","=""9780873483032""",0,4.21,Pathfinder,Paperback,112,1973,1900,,2021/08/19,to-read,to-read (#119),to-read,,,,0,0
40175311,Licence to be Bad: How Economics Corrupted Us,Jonathan Aldred,"Aldred, Jonathan",,"=""0241325439""","=""9780241325438""",1,4.09,Allen Lane,Hardcover,320,2019,,2021/08/18,2021/06/19,,,read,,,,1,0
6653786,Judgement in Managerial Decision Making,Max H. Bazerman,"Bazerman, Max H.",,"=""0471859710""","=""9780471859710""",0,3.97,John Wiley and Sons Ltd,Hardcover,186,,1986,,2021/05/21,"to-read, economics","to-read (#93), economics (#106)",to-read,,,,0,0
502574,"Analyzing Policy: Choices, Conflicts, and Practices (The New Institutionalism in American Politics)",Michael C. Munger,"Munger, Michael C.",,"=""0393973999""","=""9780393973990""",0,3.10,W W Norton & Co Inc,Paperback,430,2000,2000,,2021/05/24,"to-read, economics","to-read (#94), economics (#105)",to-read,,,,0,0
1716260,Microfoundations and Macroeconomics (Routledge Foundations of the Market Economy),Steven  Horwitz,"Horwitz, Steven",,"=""0415197627""","=""9780415197625""",0,4.00,Routledge,Hardcover,292,2000,2000,,2021/05/24,"to-read, economics","to-read (#95), economics (#104)",to-read,,,,0,0
11569199,Government versus Markets: The Changing Economic Role of the State,Vito Tanzi,"Tanzi, Vito",,"=""1107096537""","=""9781107096530""",0,3.95,Cambridge University Press,Hardcover,390,2011,2011,,2021/05/25,"to-read, economics","to-read (#97), economics (#102)",to-read,,,,0,0
22545857,The Worm at the Core: On the Role of Death in Life,Sheldon Solomon,"Solomon, Sheldon","Jeff Greenberg, Tom Pyszczynski","=""1400067472""","=""9781400067473""",0,4.10,Random House,Hardcover,274,2015,,,2021/06/06,"to-read, philosophy","to-read (#100), philosophy (#121)",to-read,,,,0,0
99955,"Common Sense, The Rights of Man and Other Essential Writings",Thomas Paine,"Paine, Thomas","Jack Fruchtman Jr., Sidney Hook","=""0451528891""","=""9780451528896""",0,4.14,Signet,Paperback,416,2003,1776,,2021/06/04,"to-read, philosophy","to-read (#99), philosophy (#120)",to-read,,,,0,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2021/06/16,"to-read, economics","to-read (#103), economics (#100)",to-read,,,,0,0
48989633,Boom and Bust: A Global History of Financial Bubbles,William Quinn,"Quinn, William",John D. Turner,"=""1108421253""","=""9781108421256""",0,3.97,Cambridge University Press,Hardcover,296,2020,2020,,2021/06/16,"to-read, economics","to-read (#104), economics (#99)",to-read,,,,0,0
56632919,"Stakeholder Capitalism: A Global Economy that Works for Progress, People and Planet",Klaus Schwab,"Schwab, Klaus",,"=""1119756146""","=""9781119756149""",0,3.48,Wiley,Kindle Edition,291,2021,2021,,2021/06/19,"to-read, economics","to-read (#105), economics (#98)",to-read,,,,0,0
7048818,How an Economy Grows and Why It Crashes,Peter D. Schiff,"Schiff, Peter D.",,"=""047052670X""","=""9780470526705""",0,4.15,Wiley,Hardcover,256,2010,2010,,2021/06/28,"to-read, economics","to-read (#106), economics (#97)",to-read,,,,0,0
29434729,The Problem with Socialism,Thomas J. DiLorenzo,"DiLorenzo, Thomas J.",,"=""1621575896""","=""9781621575894""",0,4.08,Regnery,Hardcover,256,2016,2016,,2021/07/03,"to-read, economics","to-read (#108), economics (#96)",to-read,,,,0,0
49329888,The Essential Milton Friedman (Essential Scholars),Steven E. Landsburg,"Landsburg, Steven E.",,"=""0889755426""","=""9780889755420""",0,4.25,The Fraser Institute,Kindle Edition,84,2019,,,2021/07/04,"to-read, economics","to-read (#109), economics (#95)",to-read,,,,0,0
49099790,"Time of the Magicians: Wittgenstein, Benjamin, Cassirer, Heidegger, and the Decade That Reinvented Philosophy",Wolfram Eilenberger,"Eilenberger, Wolfram",,"=""0525559663""","=""9780525559665""",0,3.93,Penguin Press,Hardcover,432,2020,2018,,2021/07/05,"to-read, philosophy","to-read (#110), philosophy (#117)",to-read,,,,0,0
56377179,Trillions: How a Band of Wall Street Renegades Invented the Index Fund and Changed Finance Forever,Robin Wigglesworth,"Wigglesworth, Robin",,"=""0593087682""","=""9780593087688""",0,3.99,Portfolio,Hardcover,352,2021,,,2021/07/23,"to-read, economics","to-read (#112), economics (#92)",to-read,,,,0,0
6687247,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,Andrew Ross Sorkin,"Sorkin, Andrew Ross",,"=""0670021253""","=""9780670021253""",0,4.16,Viking,Hardcover,600,2009,2009,,2021/07/29,"to-read, economics","to-read (#113), economics (#91)",to-read,,,,0,0
26530390,The Euro: How a Common Currency Threatens the Future of Europe,Joseph E. Stiglitz,"Stiglitz, Joseph E.",,"=""039325402X""","=""9780393254020""",0,3.81,W. W. Norton & Company,Hardcover,448,2016,2016,,2021/07/29,"to-read, economics","to-read (#114), economics (#90)",to-read,,,,0,0
11792926,Das Globalisierungs-Paradox: Die Demokratie und die Zukunft der Weltwirtschaft,Dani Rodrik,"Rodrik, Dani",,"=""3406613519""","=""9783406613517""",0,4.00,Beck C. H.,Hardcover,0,2011,2010,,2021/07/31,"to-read, economics","to-read (#115), economics (#89)",to-read,,,,0,0
464222,The Failure of the New Economics,Henry Hazlitt,"Hazlitt, Henry",,"=""1933550112""","=""9781933550114""",0,4.16,Ludwig von Mises Institute,Paperback,451,2007,1959,,2021/08/10,"to-read, economics","to-read (#117), economics (#88)",to-read,,,,0,0
26195941,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",,"=""1610395697""","=""9781610395694""",4,4.05,PublicAffairs,Hardcover,691,2019,2018,2021/08/16,2021/07/29,,,read,,,,1,0
4935,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor",David McDuff,"=""0140449248""","=""9780140449242""",5,4.39,Penguin Books Ltd,Paperback,1013,2003,1880,2021/01/07,2020/12/18,"favourites, philosophy","favourites (#4), philosophy (#68)",read,,,,1,0
22624,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","James  Wood, Robert Baldick","=""""","=""""",4,3.93,Penguin Books,Paperback,253,2000,1938,2021/08/16,2021/05/10,philosophy,philosophy (#86),read,,,,1,0
53443339,"Troy (Stephen Fry's Great Mythology, #3)",Stephen Fry,"Fry, Stephen",,"=""0241424585""","=""9780241424582""",0,4.34,Michael Joseph,Hardcover,414,2020,2020,,2021/08/16,to-read,to-read (#118),to-read,,,,0,0
565806,Psychological Types,C.G. Jung,"Jung, C.G.","H.G. Baynes, R.F.C. Hull","=""0691018138""","=""9780691018133""",0,4.31,Princeton University Press,Paperback,608,1976,1921,,2021/08/14,,,read,,,,1,0
11991,The Fall (Vintage International),Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",5,4.03,Vintage Books,Paperback,147,1991,1956,2021/08/11,2020/12/01,philosophy,philosophy (#65),read,,,,1,0
42585103,The Code of Capital: How the Law Creates Wealth and Inequality,Katharina Pistor,"Pistor, Katharina",,"=""0691178976""","=""9780691178974""",4,4.02,Princeton University Press,Hardcover,320,2019,2019,2021/07/22,2021/06/19,economics,economics (#83),read,,,,1,0
36064445,Skin in the Game: The Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0241300657""","=""9780241300657""",4,3.91,Allen Lane,Paperback,272,2018,2018,2021/08/11,2021/07/31,economics,economics (#82),read,,,,1,0
52052148,Gaming the Metrics: Misconduct and Manipulation in Academic Research,Mario Biagioli,"Biagioli, Mario","Alexandra Lippman, Alex Csiszar, Yves Gingras, Michael Power, Paul Wouters, James R Griesemer, Barbara M Kehm, Sarah de Rijcke, Tereza Stockelova, Daniele Fanelli, Sergio Sismondo, Ivan Oransky, Boris Barbour, Brandon Stell, Catherine Guaspare, Emmanuel Didier, Paul S Brookes, Ike Antkare, Burkhard Morgenstern, Jennifer Lin, Elizabeth Wager, Finn Brunton, Marie-Andree Jacob, Alessandro Delfanti","=""0262537931""","=""9780262537933""",0,3.00,Mit Press,Paperback,306,2020,,,2021/08/09,to-read,to-read (#116),to-read,,,,0,0
23357365,Das Kapital im 21. Jahrhundert,Thomas Piketty,"Piketty, Thomas",,"=""3406671314""","=""9783406671319""",4,4.06,C.H.Beck,Hardcover,816,2014,2013,2021/08/08,2021/05/11,economics,economics (#49),read,,,,1,0
55385267,The Physics of Climate Change,Lawrence M. Krauss,"Krauss, Lawrence M.",,"=""1642938165""","=""9781642938166""",0,4.06,Post Hill Press,Hardcover,208,2021,2021,,2021/07/12,to-read,to-read (#111),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",4,4.16,Oxford University Press,Paperback,360,2006,1976,2021/07/07,2021/06/06,,,read,,,,1,0
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"Pinker, Steven",,"=""0142003344""","=""9780142003343""",5,4.09,Penguin Books,Paperback,560,2003,2002,2021/07/04,2021/03/15,philosophy,philosophy (#92),read,,,,1,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",5,4.21,Modern Library,Paperback,667,2003,1869,2021/07/01,2020/06/11,philosophy,philosophy (#39),read,,,,1,0
6823748,"Where Keynes Went Wrong: And Why World Governments Keep Creating Inflation, Bubbles, and Busts",Hunter Lewis,"Lewis, Hunter",,"=""1604190175""","=""9781604190175""",0,3.72,Axios Press,Hardcover,384,2009,2009,,2021/07/01,"economics, to-read","economics (#81), to-read (#107)",to-read,,,,0,0
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",0,4.40,Random House,Mass Market Paperback,384,2002,1980,2021/06/28,2020/12/14,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",5,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,2021/06/24,2021/06/18,,,read,,,,1,0
2153998,"I, Pencil: My Family Tree As Told to Leonard E. Read",Leonard Edward Read,"Read, Leonard Edward",,"=""1572462094""","=""9781572462090""",5,4.34,The Foundation for Economic Ed,,11,,1958,2021/06/20,2021/06/20,"economics, favourites","economics (#80), favourites (#9)",read,,,,1,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",4,4.16,Grand Central Publishing,Hardcover,296,2016,2016,2021/06/17,2021/05/25,,,read,,,,1,0
489732,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Robert Mighall,"=""0141439572""","=""9780141439570""",5,4.14,Penguin Classics,Paperback,253,2003,1890,2021/06/09,2021/06/06,,,read,,,,1,0
41817484,The Case Against Reality: Why Evolution Hid the Truth from Our Eyes,Donald D. Hoffman,"Hoffman, Donald D.",,"=""0393254690""","=""9780393254693""",0,3.87,W. W. Norton & Company,Hardcover,272,2019,,,2021/06/09,to-read,to-read (#102),to-read,,,,0,0
2761,The Denial of Death,Ernest Becker,"Becker, Ernest",Sam Keen,"=""""","=""""",0,4.05,Free Press,Paperback,336,1997,1973,,2021/06/06,to-read,to-read (#101),to-read,,,,0,0
16900,Civil Disobedience and Other Essays,Henry David Thoreau,"Thoreau, Henry David",,"=""1420925229""","=""9781420925227""",4,4.06,Digireads.Com,Paperback,188,2005,1866,2021/06/04,2020/11/10,"economics, philosophy","economics (#18), philosophy (#44)",read,,,,1,0
3450744,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""014311526X""","=""9780143115267""",4,3.84,Penguin Books,Paperback,260,2009,2008,2021/06/04,2020/04/07,economics,economics (#21),read,,,,1,0
7407258,Principles of Synthetic Intelligence: Psi: An Architecture of Motivated Cognition (Oxford Series on Cognitive Models and Architectures),Joscha Bach,"Bach, Joscha",,"=""0195370678""","=""9780195370676""",0,4.32,Oxford University Press,Hardcover,400,2009,2009,,2021/06/04,to-read,to-read (#98),to-read,,,,0,0
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,"Pinker, Steven",,"=""0060958332""","=""9780060958336""",3,4.01,Harper Perennial Modern Classics,Paperback,448,2000,1994,2021/06/02,2021/06/01,,,read,,,,1,0
16685439,The Price of Inequality: How Today's Divided Society Endangers Our Future,Joseph E. Stiglitz,"Stiglitz, Joseph E.",,"=""0393345068""","=""9780393345063""",4,4.02,W. W. Norton & Company,Paperback,523,2013,2012,2021/05/24,2021/05/11,economics,economics (#50),read,,,,1,0
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Ralph Leighton, Edward Hutchings, Bill Gates","=""0393355624""","=""9780393355628""",0,4.26,W. W. Norton & Company,Paperback,400,2018,1985,,2021/05/24,to-read,to-read (#96),to-read,,,,0,0
26025989,The Princess Diarist,Carrie Fisher,"Fisher, Carrie",,"=""0399173595""","=""9780399173592""",4,3.69,Blue Rider Press,Hardcover,257,2016,2016,2021/05/21,2021/05/21,,,read,,,,1,0
81978,"Man, Economy, and State / Power and Market: Government and Economy",Murray N. Rothbard,"Rothbard, Murray N.",Joseph Stromberg,"=""0945466307""","=""9780945466307""",0,4.48,Ludwig von Mises Institute,Hardcover,1544,2004,1962,,2021/04/18,"economics, to-read","economics (#35), to-read (#92)",to-read,,,,0,0
100132,Irrational Exuberance,Robert J. Shiller,"Shiller, Robert J.",,"=""0767923634""","=""9780767923637""",3,3.98,Currency,Paperback,304,2005,2000,2021/05/19,2021/05/13,economics,economics (#74),read,,,,1,0
26401204,"Capitalism: Competition, Conflict, Crises",Anwar Shaikh,"Shaikh, Anwar",,"=""0199390630""","=""9780199390632""",0,4.50,Oxford University Press,Hardcover,1024,2016,2016,,2021/05/06,"to-read, economics","to-read (#79), economics (#78)",to-read,,,,0,0
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,"=""0143036556""","=""9780143036555""",0,3.94,Penguin Books Ltd. (London),Paperback,608,2005,2004,,2021/05/12,"to-read, economics","to-read (#88), economics (#77)",to-read,,,,0,0
16132796,The Use of Knowledge in Society,Friedrich A. Hayek,"Hayek, Friedrich A.",,"=""""","=""""",0,4.38,,Unknown Binding,17,1945,1945,,2021/05/13,"to-read, economics","to-read (#89), economics (#76)",to-read,,,,0,0
8048252,The Origins of Money,Carl Menger,"Menger, Carl",,"=""1933550597""","=""9781933550596""",0,4.04,Ludwig von Mises Institute,Paperback,54,2009,1892,,2021/05/13,"to-read, economics","to-read (#90), economics (#75)",to-read,,,,0,0
746104,Principles of Economics,Carl Menger,"Menger, Carl","James Dingwall, Bert F. Hoselitz","=""0814753809""","=""9780814753804""",0,4.29,New York University Press,Hardcover,328,1981,1871,,2021/05/13,"to-read, economics","to-read (#91), economics (#73)",to-read,,,,0,0
2090559,No Treason: The Constitution of No Authority,Lysander Spooner,"Spooner, Lysander",,"=""1419137190""","=""9781419137198""",4,4.37,Kessinger Publishing,Paperback,48,2004,1870,2021/05/13,2021/05/11,"economics, philosophy","economics (#54), philosophy (#85)",read,,,,1,0
479572,"Anarchy, State, and Utopia",Robert Nozick,"Nozick, Robert",,"=""0465097200""","=""9780465097203""",5,3.74,Basic Books,Paperback,367,1974,1974,2021/05/12,2021/03/28,"economics, philosophy","economics (#42), philosophy (#81)",read,,,,1,0
61550,The Logic of Scientific Discovery,Karl Popper,"Popper, Karl",,"=""0415278449""","=""9780415278447""",0,4.03,Routledge,Paperback,544,2002,1934,,2021/05/12,"to-read, philosophy","to-read (#84), philosophy (#112)",to-read,,,,0,0
1129911,The Open Society and Its Enemies - Volume One: The Spell of Plato,Karl Popper,"Popper, Karl",,"=""0691019681""","=""9780691019680""",0,4.16,Princeton University Press,Paperback,368,1971,1945,,2021/05/12,"to-read, philosophy","to-read (#85), philosophy (#111)",to-read,,,,0,0
1270379,The Machiavellians: Defenders of Freedom,James Burnham,"Burnham, James",,"=""0895267853""","=""9780895267856""",0,4.27,Gateway Books,Paperback,305,1987,1943,,2021/05/12,"to-read, philosophy","to-read (#86), philosophy (#110)",to-read,,,,0,0
45731395,The Deficit Myth: Modern Monetary Theory and the Birth of the People's Economy,Stephanie Kelton,"Kelton, Stephanie",,"=""1541736184""","=""9781541736184""",0,4.02,PublicAffairs,Hardcover,327,2020,2020,,2021/05/12,"to-read, economics","to-read (#87), economics (#72)",to-read,,,,0,0
452220,Die Physiker,Friedrich Dürrenmatt,"Dürrenmatt, Friedrich",,"=""""","=""""",5,3.89,Diogenes,Paperback,95,2001,1962,,2020/09/15,philosophy,philosophy (#109),read,,,,1,0
285500,The Declaration of Independence / The Constitution of the United States,Founding Fathers,"Fathers, Founding",,"=""0553214829""","=""9780553214826""",5,4.44,Bantam Classics,Mass Market Paperback,112,1998,1776,,2020/09/29,philosophy,philosophy (#108),read,,,,1,0
24618,"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness",Epictetus,"Epictetus, Epictetus",Sharon Lebell,"=""006251346X""","=""9780062513465""",0,4.24,HarperOne,Paperback,128,2004,125,,2020/11/10,"to-read, philosophy","to-read (#24), philosophy (#106)",to-read,,,,0,0
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",5,4.15,Random House,Hardcover,372,2018,2018,2021/01/10,2020/11/10,"economics, philosophy","economics (#70), philosophy (#105)",read,,,,1,0
18279,Phenomenology of Perception,Maurice Merleau-Ponty,"Merleau-Ponty, Maurice",Colin Smith,"=""0415278414""","=""9780415278416""",0,4.18,Routledge,Paperback,544,2005,1945,,2020/11/10,"to-read, philosophy","to-read (#27), philosophy (#104)",to-read,,,,0,0
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",0,4.13,Portfolio,Hardcover,226,2016,2016,,2020/11/10,"to-read, philosophy","to-read (#28), philosophy (#103)",to-read,,,,0,0
25700,The Theory of Moral Sentiments,Adam Smith,"Smith, Adam",,"=""0486452913""","=""9780486452913""",0,4.06,Dover Publications,Paperback,368,2006,1759,,2020/11/10,"to-read, philosophy, economics","to-read (#29), philosophy (#102), economics (#69)",to-read,,,,0,0
10865206,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,"McGonigal, Kelly",,"=""1583334386""","=""9781583334386""",4,4.13,Avery,Hardcover,275,2011,2011,2020/12/13,2020/12/02,economics,economics (#68),read,,,,2,0
9454,Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel,"Hegel, Georg Wilhelm Friedrich","J.N. Findlay, A.V. Miller","=""0198245971""","=""9780198245971""",0,3.97,Oxford University Press,Paperback,640,1976,1807,,2020/12/28,"currently-reading, philosophy","currently-reading (#1), philosophy (#100)",currently-reading,,,,1,0
12857,The Gambler,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Constance Garnett,"=""""","=""""",0,3.91,Modern Library,Paperback,188,2003,1866,,2020/12/30,"to-read, philosophy","to-read (#47), philosophy (#99)",to-read,,,,0,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.18,Harper,ebook,450,2017,2015,2021/01/13,2021/01/10,"economics, philosophy","economics (#67), philosophy (#97)",read,,,,1,0
